DY
147
43
AvgCyclomatic;AvgCyclomaticModified;AvgCyclomaticStrict;AvgEssential;AvgLine;AvgLineBlank;AvgLineCode;AvgLineComment;CountClassBase;CountClassCoupled;CountClassDerived;CountDeclClassMethod;CountDeclClassVariable;CountDeclInstanceMethod;CountDeclInstanceVariable;CountDeclMethod;CountDeclMethodAll;CountDeclMethodDefault;CountDeclMethodPrivate;CountDeclMethodProtected;CountDeclMethodPublic;CountLine;CountLineBlank;CountLineCode;CountLineCodeDecl;CountLineCodeExe;CountLineComment;CountSemicolon;CountStmt;CountStmtDecl;CountStmtExe;MaxCyclomatic;MaxCyclomaticModified;MaxCyclomaticStrict;MaxEssential;MaxInheritanceTree;MaxNesting;PercentLackOfCohesion;RatioCommentToCode;SumCyclomatic;SumCyclomaticModified;SumCyclomaticStrict;SumEssential
App;1.0;1.0;1.0;1.0;4.0;0.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;10.0;1.0;6.0;3.0;2.0;3.0;2.0;4.0;2.0;2.0;1.0;1.0;1.0;1.0;2.0;0.0;0.0;0.5;1.0;1.0;1.0;1.0;0
App1;1.0;1.0;1.0;1.0;3.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;6.0;1.0;5.0;3.0;1.0;0.0;1.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0
App2;1.0;1.0;1.0;1.0;3.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;6.0;1.0;5.0;3.0;1.0;0.0;1.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0
ChildVerticle;1.0;1.0;1.0;1.0;2.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;2.0;0.0;0.0;0.0;2.0;13.0;2.0;8.0;5.0;1.0;3.0;1.0;4.0;3.0;1.0;1.0;1.0;1.0;1.0;2.0;0.0;0.0;0.38;2.0;2.0;2.0;2.0;0
MainA;1.0;1.0;1.0;1.0;4.0;0.0;4.0;0.0;1.0;1.0;0.0;0.0;0.0;2.0;0.0;2.0;2.0;0.0;0.0;0.0;2.0;14.0;2.0;12.0;5.0;5.0;0.0;5.0;8.0;4.0;4.0;1.0;1.0;1.0;1.0;2.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;0
Mod2Class;1.0;1.0;1.0;1.0;3.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;5.0;0.0;5.0;2.0;1.0;0.0;1.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0
Mod3Class;1.0;1.0;1.0;1.0;3.0;0.0;3.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;5.0;0.0;5.0;2.0;1.0;0.0;1.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0
Server;1.0;1.0;1.0;1.0;24.0;2.0;20.0;4.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;27.0;3.0;22.0;3.0;15.0;4.0;7.0;12.0;5.0;7.0;1.0;1.0;1.0;1.0;2.0;0.0;0.0;0.18;1.0;1.0;1.0;1.0;0
SubChildVerticle;1.0;1.0;1.0;1.0;3.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;2.0;0.0;0.0;0.0;2.0;14.0;2.0;9.0;5.0;2.0;3.0;2.0;5.0;3.0;2.0;1.0;1.0;1.0;1.0;2.0;0.0;0.0;0.33;2.0;2.0;2.0;2.0;0
org.modtestjars.org.wibble.Bar;1.0;1.0;1.0;1.0;3.0;0.0;3.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;8.0;0.0;5.0;2.0;1.0;3.0;1.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.6;1.0;1.0;1.0;1.0;0
